tipo;precio;localidad;latitud;longitud;superficie_construida;habitaciones;banyos;antiguedad;conservacion;terraza;jardin;orientacion;garaje;piscina;aire_acondicionado;trastero;ascensor;planta;fecha;detalle_url
Chalet;449900;Orihuela;37.936738301;-0.748527939;97.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;;https://www.pisos.com/comprar/chalet-orihuela-55077908505_106600/
Chalet;560000;Orba;38.7825788;-0.071532;228.0;3.0;2.0;Desconocida;Desconocida;False;Privado;Desconocido;Privado;Exterior;True;True;False;0ª;2026-02-24;https://www.pisos.com/comprar/chalet-orba_centro_urbano-55077924077_108900/
Chalet;850000;San Fulgencio;38.122939588;-0.676681338;256.0;4.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;True;False;False;0ª;2025-06-05;https://www.pisos.com/comprar/chalet-san_fulgencio-55078075437_106600/
Casa;397000;El Pinós Pinoso;38.395067345;-1.046524119;163.0;4.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-02-06;https://www.pisos.com/comprar/casa-el_pinos_pinoso_centro_urbano-55078165671_105600/
Chalet;1395000;Xàbia Jávea;38.7487848;0.2211731;279.0;4.0;4.0;Entre 30 y 50 años;Desconocida;True;Privado;Este;Privado;Exterior;True;True;False;0ª;2026-02-24;https://www.pisos.com/comprar/chalet-balcon_al_mar_cap_marti_adsubia03738-55078205996_100500/
Apartamento;357000;Torrevieja;37.9771087;-0.6827771;128.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;Desconocida;;https://www.pisos.com/comprar/apartamento-torrevieja_centro03181-55078254969_103200/
Casa;242000;Almoradí;38.103768453;-0.79389031;69.0;2.0;2.0;Menos de 5 años;Desconocida;True;Privado;Norte;Desconocido;Comunitaria;True;False;False;0ª;2025-09-29;https://www.pisos.com/comprar/casa-almoradi_centro_urbano-55078268487_100500/
Piso;159000;Elx Elche;38.2195822;-0.6455696;110.0;3.0;2.0;Entre 20 y 30 años;En buen estado;False;Desconocido;Sur-Este;Desconocido;Sin piscina;True;False;True;0ª;;https://www.pisos.com/comprar/piso-matola_la_foia_las_bayas_la_marina03292-55078304392_513226/
Apartamento;274000;Guardamar del Segura;38.0774515;-0.6550132;76.0;2.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Privado;Sin piscina;False;False;True;1ª;;https://www.pisos.com/comprar/apartamento-urbanizaciones03149-55078327126_106000/
Ático;280000;Monforte del Cid;38.362755462;-0.673451464;113.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;;https://www.pisos.com/comprar/atico-monforte_del_cid-55078328692_106600/
Chalet;199000;San Fulgencio;38.131256383;-0.682676982;92.0;4.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;True;False;False;0ª;;https://www.pisos.com/comprar/chalet-san_fulgencio_centro_urbano-55078351697_106600/
Ático;795000;Altea;38.631282767;0.003576813;160.0;2.0;2.0;Entre 20 y 30 años;Desconocida;True;Desconocido;Sur;Privado;Comunitaria;True;True;True;4ª;2025-10-08;https://www.pisos.com/comprar/atico-mascarat03599-55078407400_100500/
Casa;110000;Aigües;38.50038049;-0.361886932;205.0;5.0;3.0;Más de 50 años;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;;https://www.pisos.com/comprar/casa-aigues_centro_urbano-55078425042_109300/
Chalet;289000;Rojales;38.0608376;-0.7187633;128.0;2.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;;https://www.pisos.com/comprar/chalet-rojales-55078427440_106600/
Casa;200000;Pego;38.8421362;-0.0704152;45.0;2.0;1.0;Desconocida;En buen estado;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;2026-02-24;https://www.pisos.com/comprar/casa_rustica-pego_centro_urbano-55078429356_106600/
Casa;550000;Mutxamel;38.4498657;-0.4325185;247.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-02-06;https://www.pisos.com/comprar/casa-mutxamel_centro_urbano-55078489015_105600/
Chalet;990000;Torrevieja;38.001864;-0.648727;210.0;4.0;5.0;Desconocida;Desconocida;True;Desconocido;Este;Desconocido;Exterior;True;False;False;0ª;2025-09-29;https://www.pisos.com/comprar/chalet-playa_de_los_locos_los_frutales_cabo_cervera-55078504557_100500/
Chalet;359900;Daya Nueva;38.113625812;-0.75944777;124.0;3.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;True;False;False;0ª;2025-06-04;https://www.pisos.com/comprar/chalet-daya_nueva-55078523120_106600/
Casa;185000;Dénia;38.845056;0.1092536;75.0;2.0;1.0;Más de 50 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;2026-01-31;https://www.pisos.com/comprar/casa-denia_puerto-55078581663_109300/
Casa;2365000;Orihuela;37.935484146;-0.780251072;332.0;3.0;4.0;Menos de 5 años;Desconocida;True;Privado;Desconocido;Desconocido;Exterior;True;False;False;0ª;2025-07-03;https://www.pisos.com/comprar/casa-las_mojadas_las_ramblas03189-55078614516_106600/
Piso;132000;Elx Elche;38.2673461;-0.7070154;69.0;2.0;1.0;Entre 30 y 50 años;Desconocida;False;Desconocido;Todos;Desconocido;Sin piscina;False;False;True;5ª;2026-01-15;https://www.pisos.com/comprar/piso-pont_nou03201-55078630307_100500/
Chalet;395000;Aspe;38.337992975;-0.818277584;330.0;4.0;2.0;Desconocida;En buen estado;False;Privado;Desconocido;Desconocido;Exterior;True;True;False;0ª;2025-07-04;https://www.pisos.com/comprar/chalet-aspe_centro_urbano-55078657501_106700/
Apartamento;330000;Santa Pola;38.197145558;-0.559958643;134.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;2026-02-06;https://www.pisos.com/comprar/apartamento-centre_port_platja_llevant-55078659183_105600/
Ático;359000;Dénia;38.8281005;0.1051853;80.0;2.0;1.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;Desconocida;2025-09-27;https://www.pisos.com/comprar/atico-el_montgo03700-55078705456_101800/
Apartamento;266000;San Miguel de Salinas;37.9816185;-0.7922098;124.0;2.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;2026-02-06;https://www.pisos.com/comprar/apartamento-san_miguel_de_salinas_centro_urbano-55078707245_105600/
Casa;945000;L'alfàs del Pi;38.604044;-0.1094308;448.0;5.0;4.0;Entre 30 y 50 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;;https://www.pisos.com/comprar/casa-escandinavia_el_captivador-55078721217_106600/
Piso;454515;Calpe Calp;38.6447745;0.0477232;178.0;3.0;2.0;Menos de 5 años;En buen estado;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;True;3ª;2025-09-26;https://www.pisos.com/comprar/piso-calpe_calp_casco_antiguo-55078767895_104700/
Piso;346000;Alicante Alacant;38.349131699;-0.492966853;94.0;2.0;1.0;Más de 50 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Sin piscina;True;False;True;3ª;2026-01-08;https://www.pisos.com/comprar/piso-castillo_de_san_fernando03005-55078842102_106600/
Piso;249000;Torrevieja;37.978438;-0.6703453;96.0;2.0;2.0;Desconocida;Desconocida;True;Desconocido;Desconocido;Desconocido;Comunitaria;False;False;True;0ª;2025-09-29;https://www.pisos.com/comprar/piso-playa_del_cura03182-55078911325_100500/
Chalet;1140000;Xàbia Jávea;38.7876142;0.1422982;268.0;4.0;4.0;Entre 10 y 20 años;Desconocida;False;Privado;Desconocido;Desconocido;Exterior;True;True;False;0ª;2026-02-24;https://www.pisos.com/comprar/chalet-la_ermita_montgo03730-55078982697_109300/
Casa;495000;Finestrat;38.5487951;-0.1747894;106.0;3.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-02-06;https://www.pisos.com/comprar/casa-urbanizacion_golf_bahia-55079095456_105600/
Chalet;399000;Finestrat;38.5495069;-0.1938917;170.0;2.0;2.0;Menos de 5 años;Desconocida;False;Desconocido;Sur-Este;Privado;Sin piscina;False;False;False;0ª;2025-08-27;https://www.pisos.com/comprar/chalet-urbanizaciones_balco_de_finestrat_terra_marina-55079106051_100500/
Chalet;1270000;Finestrat;38.547929652;-0.194007436;323.0;4.0;4.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;;https://www.pisos.com/comprar/chalet-finestrat-55079113328_106600/
Chalet;498000;Finestrat;38.5461904;-0.1751901;212.0;3.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;;https://www.pisos.com/comprar/chalet-finestrat-55079177937_106600/
Ático;540000;Torrevieja;38.0053697;-0.6574699;96.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;;https://www.pisos.com/comprar/atico-torrevieja-55079203934_106600/
Piso;137000;Calpe Calp;38.644783;0.0462257;78.0;3.0;1.0;Desconocida;Desconocida;True;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;True;3ª;2026-01-29;https://www.pisos.com/comprar/piso-cala_manzanera-55079206379_109300/
Piso;270000;Santa Pola;38.231411791;-0.527681977;70.0;2.0;2.0;Desconocida;Desconocida;True;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;2025-06-24;https://www.pisos.com/comprar/piso-gran_alacant-55079249206_106600/
Casa;750000;Torrevieja;37.9983839;-0.654004;185.0;3.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-02-06;https://www.pisos.com/comprar/casa-playa_de_los_locos_los_frutales_cabo_cervera03183-55079295804_105600/
Chalet;495000;Finestrat;38.5688042;-0.2116486;92.0;2.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;;https://www.pisos.com/comprar/chalet-finestrat-55079299111_106600/
Casa;925000;Rojales;38.0783496;-0.7103331;393.0;3.0;4.0;Menos de 5 años;Desconocida;True;Privado;Desconocido;Desconocido;Exterior;True;False;True;0ª;2025-06-19;https://www.pisos.com/comprar/casa-rojales-55079301557_106600/
Piso;249900;Dolores;38.141528279;-0.768692898;120.0;3.0;2.0;Menos de 5 años;Desconocida;True;Privado;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;2025-10-22;https://www.pisos.com/comprar/piso-dolores-55079318906_106600/
Chalet;397500;San Fulgencio;38.128496093;-0.690609483;99.0;3.0;2.0;Menos de 5 años;Desconocida;True;Privado;Desconocido;Desconocido;Exterior;True;False;False;0ª;2026-02-20;https://www.pisos.com/comprar/chalet-san_fulgencio_centro_urbano-55079319252_100500/
Piso;237500;Altea;38.6037115;-0.0463057;86.0;2.0;1.0;Más de 50 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;1ª;;https://www.pisos.com/comprar/piso-altea_poble03590-55079327025_100500/
Ático;369900;Finestrat;38.552353957;-0.202648385;68.0;2.0;2.0;Menos de 5 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Comunitaria;False;False;True;2ª;;https://www.pisos.com/comprar/atico-urbanizaciones_balco_de_finestrat_terra_marina-55079352698_100500/
Chalet;441500;Aspe;38.32193816;-0.773268755;188.0;3.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;;https://www.pisos.com/comprar/chalet-aspe-55079434546_106600/
Casa;389000;Dolores;38.138183286;-0.769727218;76.0;3.0;3.0;Menos de 5 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;2025-07-03;https://www.pisos.com/comprar/casa_adosada-dolores-55079495659_106600/
Chalet;399900;San Miguel de Salinas;37.981424613;-0.789121217;107.0;3.0;2.0;Menos de 5 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Comunitaria;False;False;False;0ª;2026-01-30;https://www.pisos.com/comprar/chalet-san_miguel_de_salinas_centro_urbano-55079496946_100500/
Chalet;1200000;L'alfàs del Pi;38.6041588;-0.1097312;387.0;4.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;;https://www.pisos.com/comprar/chalet-alfas_del_pi-55079527564_106600/
Casa;567000;Benijófar;38.0749946;-0.734035;156.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-02-11;https://www.pisos.com/comprar/casa-benijofar_centro_urbano-55079528716_105600/
Piso;79995;Salinas;38.521239043;-0.909403288;101.0;4.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;Desconocida;;https://www.pisos.com/comprar/piso-salinas_centro_urbano-55079535091_106600/
Casa;585000;San Miguel de Salinas;37.953105144;-0.788501352;210.0;5.0;5.0;Menos de 5 años;Desconocida;True;Privado;Desconocido;Privado;Exterior;False;False;False;0ª;2025-11-26;https://www.pisos.com/comprar/casa-san_miguel_de_salinas_centro_urbano-55079540702_101800/
Apartamento;357000;La Vila Joiosa Villajoyosa;38.5220501;-0.1986747;85.0;2.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;2026-02-06;https://www.pisos.com/comprar/apartamento-cala_de_villajoyosa-55079546681_105600/
Piso;326000;Alicante Alacant;38.3597;-0.424222;112.0;4.0;2.0;Entre 30 y 50 años;En buen estado;False;Desconocido;Desconocido;Desconocido;Comunitaria;False;False;True;5ª;2025-08-12;https://www.pisos.com/comprar/piso-cabo_de_la_huerta-55079551984_100500/
Chalet;490000;La Vila Joiosa Villajoyosa;38.525458458;-0.17007815;375.0;6.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;2025-07-26;https://www.pisos.com/comprar/chalet-cala_de_villajoyosa-55079571626_108500/
Piso;101300;Torrevieja;37.9848;-0.679021;55.0;1.0;1.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;Desconocida;2025-07-12;https://www.pisos.com/comprar/piso-torrevieja_centro03182-55079579899_108300/
Ático;555000;El Verger;38.8630245;-0.0036942;98.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;;https://www.pisos.com/comprar/atico-el_verger_centro_urbano-55079590586_106600/
Piso;167000;Dénia;38.8361191;0.1068658;80.0;2.0;1.0;Desconocida;En buen estado;True;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;True;4ª;2025-10-15;https://www.pisos.com/comprar/piso-denia_saladar-55079601676_106600/
Casa;623115;Polop;38.618466411;-0.147161776;213.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-02-06;https://www.pisos.com/comprar/casa_adosada-polop_centro_urbano-55079623611_105600/
Piso;295000;Torrevieja;38.0208;-0.6542;103.0;3.0;2.0;Desconocida;En buen estado;True;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;Desconocida;;https://www.pisos.com/comprar/piso-la_mata_distrito-55079631217_106600/
Piso;234900;San Miguel de Salinas;37.9784048;-0.7938763;91.0;2.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;;https://www.pisos.com/comprar/piso-san_miguel_de_salinas-55079654601_106600/
Chalet;940000;Torrevieja;38.0229155;-0.6541819;210.0;4.0;4.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2025-07-11;https://www.pisos.com/comprar/chalet-torrevieja-55079751674_106600/
Piso;195000;Torrevieja;37.9777065;-0.6733311;51.0;1.0;1.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;Desconocida;;https://www.pisos.com/comprar/piso-torrevieja-55079758124_106600/
Apartamento;255000;Orihuela;37.938007568;-0.77286012;65.0;2.0;2.0;Menos de 5 años;Desconocida;True;Desconocido;Desconocido;Privado;Exterior;False;True;True;1ª;2025-12-04;https://www.pisos.com/comprar/apartamento-las_filipinas_villamartin_canal_norte03189-55079769543_101800/
Piso;365000;Torrevieja;37.9766957;-0.6775823;137.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;;https://www.pisos.com/comprar/piso-torrevieja-55079778834_106600/
Ático;423500;El Verger;38.8609324;-0.0027821;80.0;2.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;;https://www.pisos.com/comprar/atico-el_verger-55079816045_106600/
Piso;115000;Alicante Alacant;38.3580945;-0.4790103;102.0;3.0;1.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;True;Desconocida;2026-01-09;https://www.pisos.com/comprar/piso-pla_carolinas_carolinas03012-55079833366_109300/
Casa;895000;Finestrat;38.5487951;-0.1747894;155.0;3.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-02-06;https://www.pisos.com/comprar/casa-urbanizacion_golf_bahia-55079857042_105600/
Chalet;264900;San Miguel de Salinas;37.9832715;-0.7932194;82.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;;https://www.pisos.com/comprar/chalet-san_miguel_de_salinas-55079882675_106600/
Chalet;725000;Rojales;38.05425217;-0.714534584;195.0;3.0;3.0;Menos de 5 años;Desconocida;True;Privado;Sur;Desconocido;Exterior;True;False;False;0ª;2025-06-18;https://www.pisos.com/comprar/chalet-ciudad_quesada-55079884132_100500/
Chalet;1190000;Dénia;38.8311625;0.1159205;450.0;6.0;3.0;Entre 30 y 50 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Sin piscina;True;False;False;0ª;2025-10-16;https://www.pisos.com/comprar/chalet-el_montgo-55079888334_106600/
Apartamento;375000;Pego;38.837545897;-0.115086306;241.0;4.0;5.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Privado;Sin piscina;False;False;False;0ª;;https://www.pisos.com/comprar/apartamento-pego_centro_urbano-55079904406_101800/
Piso;295000;Calpe Calp;38.6428;0.0498291;85.0;2.0;2.0;Más de 50 años;En buen estado;False;Desconocido;Desconocido;Desconocido;Sin piscina;True;False;False;Desconocida;2026-02-24;https://www.pisos.com/comprar/piso-calpe_calp_casco_antiguo-55079980298_106600/
Casa;495000;Finestrat;38.5461904;-0.1751901;106.0;3.0;3.0;Desconocida;Desconocida;True;Privado;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;2026-02-21;https://www.pisos.com/comprar/casa_adosada-finestrat-55079997255_106600/
Chalet;397500;San Fulgencio;38.12871229;-0.690539522;99.0;3.0;2.0;Menos de 5 años;Desconocida;True;Privado;Desconocido;Desconocido;Exterior;True;False;False;0ª;2026-01-20;https://www.pisos.com/comprar/chalet-san_fulgencio_centro_urbano-55080005080_100500/
Chalet;1750000;Finestrat;38.542764582;-0.1873655;450.0;4.0;5.0;Desconocida;Desconocida;True;Desconocido;Desconocido;Desconocido;Exterior;True;False;False;0ª;2026-01-02;https://www.pisos.com/comprar/chalet-urbanizaciones_balco_de_finestrat_terra_marina-55080020402_100500/
Apartamento;215000;Alicante Alacant;38.283136393;-0.521894374;56.0;1.0;1.0;Entre 30 y 50 años;Desconocida;True;Privado;Este;Desconocido;Comunitaria;True;False;True;6ª;2026-02-24;https://www.pisos.com/comprar/apartamento-agua_amarga_urbanova-55080045014_100500/
Apartamento;259000;Guardamar del Segura;38.0975917;-0.6563746;95.0;2.0;2.0;Desconocida;Desconocida;True;Desconocido;Desconocido;Desconocido;Exterior;True;True;True;Desconocida;;https://www.pisos.com/comprar/apartamento-zona_puerto_deportivo-55080049332_106700/
Chalet;1350000;Orihuela;37.901133444;-0.755513176;227.0;4.0;5.0;Menos de 5 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Exterior;True;False;False;0ª;2025-09-29;https://www.pisos.com/comprar/chalet-dehesa_de_campoamor_aguamarina03189-55080053296_100500/
Chalet;1395000;Xàbia Jávea;38.7509273;0.2199824;279.0;4.0;4.0;Entre 30 y 50 años;Desconocida;True;Privado;Norte-Este;Privado;Exterior;True;True;False;0ª;;https://www.pisos.com/comprar/chalet-balcon_al_mar_cap_marti_adsubia03738-55080125148_100500/
Apartamento;379445;Calpe Calp;38.645226;0.0483353;111.0;2.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;2026-02-06;https://www.pisos.com/comprar/apartamento-calpe_calp_casco_antiguo-55080221277_105600/
Chalet;143000;Aspe;38.361424523;-0.76962976;126.0;3.0;1.0;Más de 50 años;Desconocida;False;Privado;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-02-23;https://www.pisos.com/comprar/chalet-aspe_centro_urbano-55080249973_100500/
Apartamento;222000;Guardamar del Segura;38.0784079;-0.6548915;64.0;2.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;2026-02-06;https://www.pisos.com/comprar/apartamento-urbanizaciones03140-55080376353_105600/
Piso;315000;Santa Pola;38.198168832;-0.558717998;127.0;3.0;2.0;Menos de 5 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Exterior;False;False;True;Desconocida;2026-02-24;https://www.pisos.com/comprar/piso-centre_port_platja_llevant-55080400955_106600/
Finca;225000;Sax;38.52348531;-0.804659574;150.0;5.0;1.0;Desconocida;En buen estado;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;2026-02-20;https://www.pisos.com/comprar/finca_rustica-sax_centro_urbano-55080407206_106700/
Chalet;698000;Rojales;38.0835;-0.709436;122.0;3.0;3.0;Desconocida;Desconocida;True;Privado;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-02-11;https://www.pisos.com/comprar/chalet-ciudad_quesada-55080413688_100500/
Casa;459900;Rojales;38.047998098;-0.721366226;102.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;2026-02-06;https://www.pisos.com/comprar/casa-rojales_centro_urbano-55080475271_105600/
Chalet;550000;Mutxamel;38.4498657;-0.4325185;247.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;;https://www.pisos.com/comprar/chalet-mutxamel_centro_urbano-55080592265_106600/
Chalet;3395000;Xàbia Jávea;38.7455161;0.1557002;358.0;3.0;4.0;Desconocida;Desconocida;True;Privado;Sur-Oeste;Desconocido;Exterior;True;False;False;0ª;;https://www.pisos.com/comprar/chalet-los_cerezos_la_mandarina_la_finca_covatelles03739-55080602812_108900/
Chalet;600000;La Nucia;38.6081603;-0.0939182;320.0;5.0;4.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Sin piscina;False;False;False;0ª;;https://www.pisos.com/comprar/chalet-la_nucia_centro_urbano-55080641422_106600/
Casa;379900;Finestrat;38.543309796;-0.182506593;86.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;;https://www.pisos.com/comprar/casa-urbanizaciones_balco_de_finestrat_terra_marina-55080655256_105600/
Casa;505000;El Pinós Pinoso;38.395067345;-1.046524119;225.0;4.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-02-06;https://www.pisos.com/comprar/casa-el_pinos_pinoso_centro_urbano-55080699814_105600/
Casa;350000;Santa Pola;38.23470341;-0.544775138;87.0;3.0;3.0;Menos de 5 años;Desconocida;True;Privado;Desconocido;Desconocido;Exterior;True;False;False;0ª;2026-02-24;https://www.pisos.com/comprar/casa_adosada-gran_alacant-55080815282_106600/
Apartamento;298000;La Vila Joiosa Villajoyosa;38.525458458;-0.17007815;47.0;1.0;1.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;Desconocida;;https://www.pisos.com/comprar/apartamento-cala_de_villajoyosa-55080817028_105600/
Piso;670000;Alicante Alacant;38.342195502;-0.486524019;170.0;4.0;2.0;Entre 30 y 50 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Sin piscina;True;False;True;7ª;2025-11-26;https://www.pisos.com/comprar/piso-alicante_alacant-55080843349_106600/
Casa;349000;Mutxamel;38.410869711;-0.47652426;245.0;5.0;3.0;Entre 20 y 30 años;Desconocida;True;Desconocido;Sur-Este;Desconocido;Sin piscina;True;False;False;0ª;2026-02-23;https://www.pisos.com/comprar/casa_adosada-mutxamel_centro_urbano-55080844958_100500/
Casa;590631;Polop;38.621279435;-0.145222215;232.0;3.0;2.0;Menos de 5 años;Desconocida;True;Privado;Desconocido;Privado;Exterior;False;True;False;0ª;2025-06-09;https://www.pisos.com/comprar/casa_adosada-polop_centro_urbano-55080888116_100500/
Piso;268000;Santa Pola;38.192312932;-0.555949489;140.0;2.0;2.0;Menos de 5 años;Desconocida;True;Desconocido;Desconocido;Desconocido;Exterior;False;False;True;Desconocida;2025-06-05;https://www.pisos.com/comprar/piso-centre_port_platja_llevant-55080898416_106600/
Apartamento;399000;Dénia;38.848636906;0.093132828;89.0;2.0;2.0;Desconocida;Desconocida;False;Privado;Desconocido;Desconocido;Comunitaria;True;False;False;Desconocida;2026-01-04;https://www.pisos.com/comprar/apartamento-denia_les_marines03700-55080934264_108500/
Chalet;496000;Rojales;38.060312309;-0.722554635;107.0;3.0;2.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;;https://www.pisos.com/comprar/chalet-rojales-55080946150_106600/
Casa;375000;El Pinós Pinoso;38.395067345;-1.046524119;150.0;4.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;2026-02-06;https://www.pisos.com/comprar/casa-el_pinos_pinoso_centro_urbano-55080963473_105600/
Casa;1750000;Altea;38.6337659;-0.0078873;286.0;3.0;3.0;Desconocida;Desconocida;False;Desconocido;Desconocido;Desconocido;Exterior;False;False;False;0ª;;https://www.pisos.com/comprar/casa-altea_hills-55081028700_105600/
Casa;465000;Los Montesinos;38.0382223;-0.745585;116.0;3.0;3.0;Menos de 5 años;Desconocida;True;Desconocido;Desconocido;Privado;Exterior;False;False;False;0ª;2025-12-04;https://www.pisos.com/comprar/casa-los_montesinos_centro_urbano-55081098419_101800/
Dúplex;189000;Torrevieja;37.9831925;-0.6710163;72.0;2.0;2.0;Desconocida;Desconocida;True;Privado;Todos;Desconocido;Exterior;True;False;False;Desconocida;2026-02-16;https://www.pisos.com/comprar/duplex-playa_del_cura03182-55081104121_103200/
Apartamento;250000;Orihuela;37.91330605;-0.737141954;78.0;2.0;2.0;Desconocida;En buen estado;True;Privado;Norte-Este;Desconocido;Exterior;True;False;False;Desconocida;2026-02-23;https://www.pisos.com/comprar/apartamento-dehesa_de_campoamor_aguamarina03189-55081139733_103200/
