nombre;id;detalle_url;latitud;longitud;localidad;region;precio;superficie_construida;superficie_til;superficie_solar;habitaciones;baos;antigedad;conservacin;referencia;armarios_empotrados;carpintera_interior;tipo_suelo;carpintera_exterior;chimenea;cocina_equipada;comedor;lavadero;puerta_blindada;sistema_de_seguridad;terraza;jardn;orientacin;urbanizado;calle_alumbrada;calle_asfaltada;se_aceptan_mascotas;tipo_de_casa;garaje;piscina;gastos_de_comunidad;agua;aire_acondicionado;calefaccin;trastero;amueblado;vidrios_dobles;luz;telfono;adaptado_a_personas_con_movilidad_reducida;gas;no_se_aceptan_mascotas;ascensor;planta;exterior;balcn;soleado;portero_automtico;interior;fecha
"&#xC1;tico en Orihuela";59237963281,1065;https://www.pisos.com/comprar/atico-orihuela-59237963281_106500/;37,917031252;-0,751215716;Orihuela;Alicante;499.000 €;80 m²;80 m²;;2.0;2.0;;;MMC64994A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
"Chalet en El Montg&#xF3;";59237964444,1065;https://www.pisos.com/comprar/chalet-el_montgo03700-59237964444_106500/;38,8346283;0,1025773;"D&#xE9;nia";Alicante;870.000 €;200 m²;200 m²;;3.0;3.0;;;109251017-7755;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;09/01/2026
Casa en Centro;59237978578,1005;https://www.pisos.com/comprar/casa-alfas_del_pi_centro-59237978578_100500/;38,5814184;-0,1048756;"L&#x27;alf&#xE0;s del Pi";Alicante;225.000 €;216 m²;200 m²;;4.0;1.0;Más de 50 años;;SP00315/10786;;;Gres;;TRUE;;TRUE;;;;TRUE;;Este;;;;;;1;;;TRUE;;;TRUE;;;;True;;;;;;;;;;;10/02/2026
"Casa en N&#xFA;cleo";59237996287,1056;https://www.pisos.com/comprar/casa-pilar_de_la_horadada_nucleo03190-59237996287_105600/;37,863690985;-0,789334036;Pilar de la Horadada;Alicante;296.000 €;68 m²;;149 m²;2.0;2.0;;;748517;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;20/11/2025
Piso en Avinguda de les Llauradors;59238005188,1005;https://www.pisos.com/comprar/piso-sector_v_el_canal03204-59238005188_100500/;38,2527653;-0,7042356;Elx Elche;Alicante;169.000 €;92 m²;87 m²;;3.0;2.0;;;00527/10656;;;;;;;;;;;;;Sureste;;;;;;;;Entre 40 y 60 €;TRUE;TRUE;TRUE;;TRUE;;;;;;;TRUE;1ª;;;;;;21/01/2026
Casa en Algorfa;59238038210,1056;https://www.pisos.com/comprar/casa-algorfa_centro_urbano-59238038210_105600/;38,057736489;-0,799484334;Algorfa;Alicante;325.000 €;74 m²;;;2.0;2.0;;;QPM-N9319;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;06/02/2026
Apartamento en calle de Bilbao;59238041769,1005;https://www.pisos.com/comprar/apartamento-torrevieja_centro03181-59238041769_100500/;37,9809378;-0,6883726;Torrevieja;Alicante;169.900 €;56 m²;;;2.0;1.0;Entre 20 y 30 años;;ETO-03/11788;1;;;;;;;;TRUE;;;;;;;;;;;Comunitaria;;;TRUE;TRUE;;TRUE;;;;;;;TRUE;3ª;;;;;;Desconocida_Revisada
Piso en Parque Lo Torrent;59238054952,1005;https://www.pisos.com/comprar/piso-sol_y_luz-59238054952_100500/;38,395506193;-0,514993957;Sant Vicent del Raspeig San Vicente del Raspeig;Alicante;270.000 €;90 m²;;;3.0;2.0;;;VJP04381/12698;;;;;;;;;;;;;;;;;;;;Comunitaria;;;;;;;;;;;;;TRUE;4ª;;True;;;;Desconocida_Revisada
"Finca r&#xFA;stica en El Moralet";59238085819,1005;https://www.pisos.com/comprar/finca_rustica-el_moralet-59238085819_100500/;38,4149016;-0,5769884;Alicante Alacant;Alicante;240.000 €;444 m²;;2.650 m²;4.0;2.0;;;PMFR04257/12698;;;Gres;;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;13/02/2026
"Finca r&#xFA;stica en calle Partida Moco El Gp. 5";59238093851,1005;https://www.pisos.com/comprar/finca_rustica-albatera_centro_urbano-59238093851_100500/;38,2309136;-0,8788486;Albatera;Alicante;330.000 €;206 m²;152 m²;4.867 m²;4.0;2.0;;En buen estado;JD268;;;;;TRUE;;;;;;TRUE;;;;;;;;;Propia;;;;;;;;;;;;;;;;;;;;17/11/2025
Casa en La Siesta-El Salado-Torreta-El Chaparral;59238109522,1056;https://www.pisos.com/comprar/casa-la_siesta_el_salado_torreta_el_chaparral03184-59238109522_105600/;37,9818992;-0,6924688;Torrevieja;Alicante;159.500 €;50 m²;;;3.0;1.0;;;YSH18867R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
"Casa en El Pin&#xF3;s - Pinoso";59238112013,1056;https://www.pisos.com/comprar/casa-el_pinos_pinoso_centro_urbano-59238112013_105600/;38,405775942;-1,042110534;"El Pin&#xF3;s Pinoso";Alicante;330.000 €;131 m²;;10.000 m²;2.0;2.0;;;748642;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;19/01/2026
"Casa en Bonito Bungalow en Venta en Urbanizaci&#xF3;n Pino Mar en Gran Alacant";59238124621,1093;https://www.pisos.com/comprar/casa-gran_alacant-59238124621_109300/;38,2326745;-0,5236225;Santa Pola;Alicante;268.000 €;115 m²;96 m²;;4.0;2.0;;En buen estado;GA 7;TRUE;;;;TRUE;;TRUE;;;;TRUE;TRUE;Norte, sur;;;;;;TRUE;TRUE;;;;;;TRUE;;;;;;;;;;;;;;11/02/2026
Casa en Nueva Torrevieja;59238149573,1056;https://www.pisos.com/comprar/casa-torrevieja_nueva_torrevieja03181-59238149573_105600/;37,9849083;-0,6800336;Torrevieja;Alicante;179.000 €;84 m²;;;2.0;2.0;;;747179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
Casa adosada en Daya Nueva;59238161153,1066;https://www.pisos.com/comprar/casa_adosada-daya_nueva-59238161153_106600/;38,1128337;-0,7546302;Daya Nueva;Alicante;299.000 €;96 m²;96 m²;;3.0;2.0;Menos de 5 años;;59164__COMPLEX__2497;;;;;;;;;;;TRUE;TRUE;;;;;;Adosada;;TRUE;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
Chalet en calle de la Mimosa, 64;59238166370,1005;https://www.pisos.com/comprar/chalet-pilar_de_la_horadada_pinar_de_campoverde-59238166370_100500/;37,9038;-0,850728;Pilar de la Horadada;Alicante;699.000 €;297 m²;230 m²;1.100 m²;4.0;3.0;Entre 30 y 50 años;;109768924/13610;;;;;;;;;;;TRUE;TRUE;Sur;;;;;;1;Comunitaria;;;TRUE;;TRUE;;;;;;;;;;;;;;;20/02/2026
Chalet en Gran Platja;59238170619,1085;https://www.pisos.com/comprar/chalet-gran_platja-59238170619_108500/;38,197068046;-0,564689971;Santa Pola;Alicante;370.000 €;122 m²;;;3.0;3.0;;;34343817-c6c2-41bb-8;TRUE;;;;;;;;;;;;Sur;;;;;;;;;;TRUE;TRUE;;TRUE;;;;;;;;;;;;;;Desconocida_Revisada
Apartamento en Benidorm;59238179407,1085;https://www.pisos.com/comprar/apartamento-benidorm-59238179407_108500/;38,557658475;-0,125160292;Benidorm;Alicante;218.000 €;70 m²;62 m²;;2.0;1.0;;;TGC-703;TRUE;;;;;Individual;;;;;Acristalada;;Sur;;;;;;1;;;;;;;;;;;;;;TRUE;;TRUE;;;;;Desconocida_Revisada
Casa adosada en calle Alc F Ramon Rocamora;59238200461,1005;https://www.pisos.com/comprar/casa_adosada-cox_centro_urbano-59238200461_100500/;38,156541097;-0,894921269;Cox;Alicante;135.000 €;170 m²;103 m²;;3.0;2.0;Entre 10 y 20 años;;60781819SHA/9776;;;Gres;;;;;;;;;;;;;;;Adosada;1;;;;;;TRUE;;;;;;;;;;;;;;;Desconocida_Revisada
"Casa en N&#xFA;cleo";59238240381,1056;https://www.pisos.com/comprar/casa-pilar_de_la_horadada_nucleo03190-59238240381_105600/;37,863690985;-0,789334036;Pilar de la Horadada;Alicante;289.900 €;77 m²;;57 m²;3.0;2.0;;;747728;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;09/12/2025
Chalet en Calpe Urbanizaciones;59238242703,1093;https://www.pisos.com/comprar/chalet-las_adelfas_benicolada_garduix-59238242703_109300/;38,66522599;0,04304955;Calpe Calp;Alicante;770.000 €;315 m²;;;3.0;4.0;Menos de 5 años;;VCA0771;;;;;;TRUE;;TRUE;;;TRUE;TRUE;TRUE;;;;;;TRUE;∞;;;Duct based;Duct based;TRUE;;;;;;;;;;;;;;;16/12/2025
Casa en Nueva Torrevieja;59238246076,1056;https://www.pisos.com/comprar/casa-torrevieja_nueva_torrevieja03181-59238246076_105600/;37,9849083;-0,6800336;Torrevieja;Alicante;329.900 €;69 m²;;;2.0;2.0;;;747926;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
Chalet en Algorfa;59238250923,1065;https://www.pisos.com/comprar/chalet-algorfa_centro_urbano-59238250923_106500/;38,057624045;-0,800313884;Algorfa;Alicante;349.000 €;97 m²;97 m²;;3.0;2.0;;;MAREGEO2-ZANTE-GFB-3D;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;20/11/2025
"Casa en Las Filipinas-Villamart&#xED;n-Canal Norte";59238282810,1056;https://www.pisos.com/comprar/casa-las_filipinas_villamartin_canal_norte03189-59238282810_105600/;37,940530056;-0,755315519;Orihuela;Alicante;375.000 €;120 m²;;400 m²;3.0;3.0;;;749926;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
Piso en Orgegia;59238287693,1065;https://www.pisos.com/comprar/piso-garbinet_vistahermosa_orgegia03016-59238287693_106500/;38,362630598;-0,447948043;Alicante Alacant;Alicante;240.000 €;56 m²;56 m²;;1.0;1.0;Más de 50 años;;109990142-109990142;;;;;;;;;;;TRUE;;;;;;;;;;;;TRUE;;;;;;;;;;TRUE;;;;;;;Desconocida_Revisada
Estudio en Carrer de Dolores Viudes Blasco, 1;59238319039,1005;https://www.pisos.com/comprar/estudio-guardamar_del_segura_centro-59238319039_100500/;38,0824;-0,653873;Guardamar del Segura;Alicante;99.900 €;33 m²;26 m²;;;1.0;;;V2617/3481;1;;Gres;;;;;;;;TRUE;;Suroeste;;;;;;;;;TRUE;TRUE;TRUE;TRUE;TRUE;;;;;;;TRUE;4ª;;;;;;18/02/2026
Piso en Avenida de la Costa Blanca;59238338273,1005;https://www.pisos.com/comprar/piso-cabo_de_la_huerta-59238338273_100500/;38,3605956;-0,4196696;Alicante Alacant;Alicante;670.000 €;170 m²;;;4.0;2.0;;En buen estado;Z3- ALIC 0618;1;;;;;;;;;;TRUE;TRUE;Sur;;;;;;;TRUE;;;;;TRUE;;;;;True;;;TRUE;7ª;TRUE;;;;;04/11/2025
Apartamento en Pedreguer;59238379142,1089;https://www.pisos.com/comprar/apartamento-pedreguer_centro_urbano-59238379142_108900/;38,808580003;0,064129444;Pedreguer;Alicante;550.000 €;139 m²;109 m²;;3.0;2.0;;;-705943;TRUE;;;;;TRUE;;;;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28/11/2025
Casa en Benimeit-La Sabatera;59238392273,1056;https://www.pisos.com/comprar/casa-moraira_benimeit_la_sabatera-59238392273_105600/;38,698293;0,1180969;Moraira;Alicante;1.440.000 €;283 m²;;897 m²;4.0;3.0;;;QPM-N9347;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;06/02/2026
Casa en calle C- Gonzalo Sempere;59238401671,1075;https://www.pisos.com/comprar/casa-elda_centro_urbano-59238401671_107500/;38,4792;-0,798313;Elda;Alicante;96.000 €;220 m²;;;4.0;3.0;;En buen estado;CG-76733-0001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03/11/2025
"Finca r&#xFA;stica en Montepego";59238415398,1085;https://www.pisos.com/comprar/finca_rustica-montepego-59238415398_108500/;38,840184378;-0,119898779;Pego;Alicante;64.000 €;;;;;;;;PT251108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Desconocida
Casa en Barranc Fondo;59238433963,1085;https://www.pisos.com/comprar/casa-barranc_fondo-59238433963_108500/;38,590902046;-0,126096516;La Nucia;Alicante;517.000 €;161 m²;;;4.0;3.0;;;44.7;TRUE;;;;;;;;;;;TRUE;Sur;;;;;;;Comunitaria;;;TRUE;;;;;;;;;;;;;;;;;Desconocida_Revisada
Apartamento en Juzgados;59238434912,1005;https://www.pisos.com/comprar/apartamento-poble_de_llevant03502-59238434912_100500/;38,546132;-0,1280337;Benidorm;Alicante;169.680 €;67 m²;66 m²;;2.0;1.0;Más de 50 años;;00646/9359;1;;Gres;;;;;;;;;;Noreste;;;;;;;Comunitaria;Entre 80 y 100 €;;TRUE;;;;;;;;;;TRUE;6ª;;;;;;Desconocida_Revisada
Casa en Algorfa;59238439744,1056;https://www.pisos.com/comprar/casa-algorfa_centro_urbano-59238439744_105600/;38,057736489;-0,799484334;Algorfa;Alicante;299.000 €;74 m²;;12 m²;2.0;2.0;;;NB-74813;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
Chalet en Altea La Vella;59238448739,1005;https://www.pisos.com/comprar/chalet-altea_altea_la_vella03599-59238448739_100500/;38,6382981;-0,0515323;Altea;Alicante;895.000 €;190 m²;180 m²;850 m²;4.0;4.0;Entre 30 y 50 años;;CL00321/10786;1;;;;;;;;TRUE;;TRUE;TRUE;Suroeste;;;;;;1;Propia;;TRUE;;Eléctrica;TRUE;;;;True;;;;;;;;;;;10/02/2026
Chalet en Castalla;59238448930,1005;https://www.pisos.com/comprar/chalet-castalla_centro_urbano-59238448930_100500/;38,595570169;-0,672423333;Castalla;Alicante;125.000 €;183 m²;;;3.0;2.0;;A estrenar;1333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
Piso en Pinar del Advocat;59238492380,1093;https://www.pisos.com/comprar/piso-moraira_pinar_del_abogat_cometa-59238492380_109300/;38,691033934;0,125456539;Moraira;Alicante;1.549.000 €;589 m²;;;4.0;5.0;;;2319V;;;;;;Cocina de diseño;;;;;;;;;;;;;;Privada;;;;;;;;;;;;;;;;;;;;03/11/2025
Casa en calle;59238519898,1093;https://www.pisos.com/comprar/casa-cabo_roig_la_zenia_la_regia-59238519898_109300/;37,916581;-0,74167;Orihuela;Alicante;240.000 €;75 m²;64 m²;;2.0;2.0;;En buen estado;HP-4246;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;19/02/2026
"Chalet adosado en Avinguda de Pol&#xF2;nia";59238527660,5114;https://www.pisos.com/comprar/chalet_adosado-gran_alacant-59238527660_511393/;38,23669965;-0,521040831;Santa Pola;Alicante;195.000 €;84 m²;80 m²;;2.0;2.0;Entre 10 y 20 años;En buen estado;02JM-0014;2;;Gres;Aluminio;;Independiente;;TRUE;;;TRUE;;;TRUE;;;;;;Comunitaria;;;Frío y calor;;;;;;;;;;;;;;;;;Desconocida_Revisada
Casa en San Miguel de Salinas;59238570409,1056;https://www.pisos.com/comprar/casa-san_miguel_de_salinas_centro_urbano-59238570409_105600/;37,975137833;-0,778939379;San Miguel de Salinas;Alicante;195.995 €;92 m²;;;4.0;2.0;;;YSH67115M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
"&#xC1;tico en Urbanizaciones Balc&#xF3; de Finestrat-Terra Marina";59238590922,1056;https://www.pisos.com/comprar/atico-urbanizaciones_balco_de_finestrat_terra_marina-59238590922_105600/;38,542744002;-0,186071476;Finestrat;Alicante;485.000 €;80 m²;;;2.0;2.0;;;NB-72286;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;24/02/2026
"&#xC1;tico en Centro";59238603389,1056;https://www.pisos.com/comprar/atico-torrevieja_centro03181-59238603389_105600/;37,9813388;-0,6888626;Torrevieja;Alicante;419.900 €;113 m²;;;3.0;3.0;;;SKNBG-21746;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
"Piso en calle de Primitivo P&#xE9;rez";59238606170,1005;https://www.pisos.com/comprar/piso-campoamor_altozano_campoamor03010-59238606170_100500/;38,3570416;-0,4867048;Alicante Alacant;Alicante;218.000 €;117 m²;110 m²;;4.0;2.0;Entre 30 y 50 años;En buen estado;US-420;1;;Parquet;;;Cocina amueblada;;;;;;;Sur;;;;;;;;Entre 40 y 60 €;;Frío;;;;TRUE;;;;;;TRUE;2ª;TRUE;;;;;Desconocida_Revisada
Chalet en Villena;59238661880,1065;https://www.pisos.com/comprar/chalet-villena_centro_urbano-59238661880_106500/;38,626672691;-0,876204655;Villena;Alicante;95.000 €;170 m²;170 m²;;4.0;1.0;;;187585218-CH-055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
Piso en Santa Pola;59238683620,1065;https://www.pisos.com/comprar/piso-santa_pola-59238683620_106500/;38,197145558;-0,559958643;Santa Pola;Alicante;250.000 €;85 m²;85 m²;;2.0;2.0;;;SEAESSENCE-2D;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
Piso en calle C- Rafael Altamira;59238703571,1075;https://www.pisos.com/comprar/piso-elda_centro_urbano-59238703571_107500/;38,481;-0,792219;Elda;Alicante;123.000 €;232 m²;;;4.0;2.0;;En buen estado;CH-27251-0001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
Casa en Altea;59238721438,1093;https://www.pisos.com/comprar/casa-mascarat03599-59238721438_109300/;38,630903;-0,0154355;Altea;Alicante;1.650.000 €;235 m²;;;3.0;3.0;;A estrenar;NB-94690;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24/02/2026
Casa en La Siesta-El Salado-Torreta-El Chaparral;59238723700,1065;https://www.pisos.com/comprar/casa-la_siesta_el_salado_torreta_el_chaparral03184-59238723700_106500/;38,0144621;-0,69726;Torrevieja;Alicante;179.900 €;80 m²;80 m²;;3.0;2.0;Entre 30 y 50 años;;B257;;;;;;;;;;;TRUE;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;Desconocida_Revisada
Piso en Santa Pola;59238742328,1005;https://www.pisos.com/comprar/piso-zona_eroski_area_nord-59238742328_100500/;38,2001088;-0,5622776;Santa Pola;Alicante;238.000 €;110 m²;99 m²;;3.0;2.0;Entre 10 y 20 años;;GE5155/2695;;;Gres;;;;;;TRUE;;;;Sureste;;;;;;;;Más de 100 €;TRUE;;;TRUE;;;;;;;;TRUE;Bajo;;True;;;;20/02/2026
Apartamento en calle Bajamar;59238776144,1005;https://www.pisos.com/comprar/apartamento-los_balcones_los_altos_punta_prima-59238776144_100500/;37,9478;-0,709983;Torrevieja;Alicante;149.900 €;63 m²;;;1.0;1.0;Entre 30 y 50 años;;CH0209501/11080;1;;Gres;;;;;;;;;TRUE;Suroeste;;;;;;;Comunitaria;;TRUE;;;;TRUE;;;;;;;TRUE;2ª;;True;;;;Desconocida_Revisada
"Chalet en El Montg&#xF3;";59238776174,1089;https://www.pisos.com/comprar/chalet-el_montgo03700-59238776174_108900/;38,8236846;0,1298841;"D&#xE9;nia";Alicante;628.000 €;160 m²;150 m²;740 m²;3.0;2.0;;;APC2000;;;;;;;;;;;;;;;;;;;;Not_available;;;Not available;Not available;;;;;;;;;;;;;;;;24/02/2026
Piso en Playa del Cura;59238789246,1005;https://www.pisos.com/comprar/piso-playa_del_cura03182-59238789246_100500/;37,9776685;-0,6741063;Torrevieja;Alicante;268.000 €;73 m²;65 m²;;2.0;2.0;Menos de 5 años;;SDP05274IM/3696;1;;;;;;;;TRUE;;TRUE;;;;;;;;;Comunitaria;;;;;;;;;;;;;TRUE;Bajo;;;;;;03/02/2026
Chalet en La Pedrera;59238807355,1092;https://www.pisos.com/comprar/chalet-la_sella_la_xara_jesus_pobre03700-59238807355_109200/;38,8292742;0,0647563;"D&#xE9;nia";Alicante;1.875.000 €;299 m²;;822 m²;4.0;4.0;;;VPH01732;;;;;;TRUE;TRUE;;;;;;;;;;;;;Yes;;;Duct based;TRUE;TRUE;;;;;;;;;;;;;;;09/02/2026
Apartamento en Nueva Torrevieja;59238830556,1056;https://www.pisos.com/comprar/apartamento-torrevieja_nueva_torrevieja03181-59238830556_105600/;37,9849083;-0,6800336;Torrevieja;Alicante;365.000 €;137 m²;;;3.0;2.0;;;748125;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
Chalet en Costa Blanca;59238835527,1092;https://www.pisos.com/comprar/chalet-la_fustera-59238835527_109200/;38,668882978;0,075198269;Benissa;Alicante;799.000 €;174 m²;;864 m²;3.0;2.0;;;3-50598;;;;;;;;;;;;;TRUE;;;;;;1;Yes;;;;TRUE;;;;;;;;;;;;;;;;Desconocida_Revisada
"Casa en Urbanizaci&#xF3;n Golf Bah&#xED;a";59238856168,1066;https://www.pisos.com/comprar/casa-urbanizacion_golf_bahia-59238856168_106600/;38,5521763;-0,177257;Finestrat;Alicante;1.145.000 €;282 m²;282 m²;;3.0;3.0;;;422709__COMPLEX__248;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
"Piso en La Cometa-Carri&#xF3; Park";59238858166,1066;https://www.pisos.com/comprar/piso-la_cometa_carrio_park-59238858166_106600/;38,6441569;0,0608864;Calpe Calp;Alicante;430.000 €;118 m²;118 m²;;2.0;2.0;;;229840__COMPLEX__198;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;31/12/2025
Chalet en Dolores;59238911431,1093;https://www.pisos.com/comprar/chalet-dolores_centro_urbano-59238911431_109300/;38,13513379;-0,759028741;Dolores;Alicante;435.000 €;152 m²;;;3.0;3.0;;A estrenar;V-57205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23/02/2026
"&#xC1;tico en Centro";59238914745,1056;https://www.pisos.com/comprar/atico-guardamar_del_segura_centro-59238914745_105600/;38,094266994;-0,654932559;Guardamar del Segura;Alicante;415.000 €;93 m²;;;2.0;2.0;;;SKNBG-99851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
"Chalet en La Ermita-Montg&#xF3;";59238936161,1085;https://www.pisos.com/comprar/chalet-la_ermita_montgo-59238936161_108500/;38,7908767;0,1342874;"X&#xE0;bia J&#xE1;vea";Alicante;1.350.000 €;208 m²;;;4.0;2.0;;;LAU2856;;;Gres;;;Individual;;;;;No acristalada;TRUE;Sur;;;;;;;Privada;;;TRUE;Gas natural;TRUE;;TRUE;;;;;;;;;;;;;21/02/2026
"Chalet en calle Violin Nuevo, n&#xBA; 2";59238936342,1036;https://www.pisos.com/comprar/chalet-crevillent_centro_urbano-59238936342_103600/;38,2503;-0,81867;Crevillent;Alicante;60.000 €;98 m²;98 m²;;;;;;9212##9212_0154_PE0001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Desconocida
"Casa r&#xFA;stica en Partida Comunes-Adsubia";59238938055,1038;https://www.pisos.com/comprar/casa_rustica-xabia_javea_centro03730-59238938055_103800/;38,7839739;0,1660171;"X&#xE0;bia J&#xE1;vea";Alicante;895.000 €;346 m²;;734 m²;4.0;3.0;;En buen estado;4800;;;;;;TRUE;;;;;TRUE;;Sureste;;;;;Rústica;1;Propia;;;Frío y calor;Eléctrica;TRUE;;;;;;;;;;;;;;;19/02/2026
Casa en La Siesta-El Salado-Torreta-El Chaparral;59238952926,1066;https://www.pisos.com/comprar/casa-la_siesta_el_salado_torreta_el_chaparral03184-59238952926_106600/;38,0172005;-0,6993389;Torrevieja;Alicante;895.000 €;234 m²;234 m²;;4.0;3.0;;;422546__COMPLEX__422;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
"D&#xFA;plex en calle de Asturias";59238990882,1005;https://www.pisos.com/comprar/duplex-platja_de_ponent03502-59238990882_100500/;38,527155392;-0,164044974;Benidorm;Alicante;220.000 €;77 m²;57 m²;;2.0;1.0;Entre 30 y 50 años;En buen estado;Z_-BEN 0658;1;;;;;;;;;;TRUE;TRUE;Sur;;;;;;;TRUE;;;TRUE;;;;;;;;;;;1ª;;True;;;TRUE;Desconocida_Revisada
"Piso en Almorad&#xED;";59238992121,1065;https://www.pisos.com/comprar/piso-almoradi_centro_urbano-59238992121_106500/;38,102547714;-0,778623486;"Almorad&#xED;";Alicante;399.000 €;87 m²;87 m²;;2.0;2.0;;;MMC34834N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
"Casa en Urbanizaciones Balc&#xF3; de Finestrat-Terra Marina";59238999197,1056;https://www.pisos.com/comprar/casa-urbanizaciones_balco_de_finestrat_terra_marina-59238999197_105600/;38,5487752;-0,1939831;Finestrat;Alicante;450.000 €;176 m²;;42 m²;3.0;2.0;;;SKNBG-23195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25/11/2025
Piso en Torrevieja;59239002018,1065;https://www.pisos.com/comprar/piso-torrevieja-59239002018_106500/;37,9774909;-0,6825249;Torrevieja;Alicante;199.900 €;90 m²;90 m²;;1.0;1.0;;;N-6171188;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;Desconocida_Revisada
Apartamento en Costa Blanca;59239036517,1092;https://www.pisos.com/comprar/apartamento-canuta-59239036517_109200/;38,64344477;0,035336364;Calpe Calp;Alicante;395.000 €;100 m²;83 m²;;2.0;2.0;;;1810;;;;;;;;;;;TRUE;TRUE;TRUE;;;;;;;Community;;;Duct based;TRUE;TRUE;;;;;;;;TRUE;;;;;;;13/11/2025
"D&#xFA;plex en Puerto";59239039547,1009;https://www.pisos.com/comprar/duplex-altea_poble03590-59239039547_100900/;38,5911462;-0,0563547;Altea;Alicante;339.000 €;75 m²;75 m²;;2.0;2.0;;En buen estado;RI-466;TRUE;;;;;;;;;;TRUE;TRUE;;;;;;;;TRUE;;;;;;;;;;;;True;;Bajo;TRUE;;;;;24/02/2026
"Piso en Arenal-Bah&#xED;a de J&#xE1;vea";59239066454,1066;https://www.pisos.com/comprar/piso-arenal_bahia_de_javea03738-59239066454_106600/;38,7629661;0,2048531;"X&#xE0;bia J&#xE1;vea";Alicante;545.000 €;155 m²;155 m²;;3.0;2.0;;;109991102-CR99845;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;;;;;;;;;;;29/11/2025
Piso en Alicante - Alacant;59239070900,1065;https://www.pisos.com/comprar/piso-alicante_alacant-59239070900_106500/;38,3479442;-0,497749;Alicante Alacant;Alicante;120.000 €;115 m²;115 m²;;5.0;1.0;;;3398;;;;;;;;;;;;;;;;;;;;;;;TRUE;;;;;;;;;;TRUE;;;;;;;Desconocida_Revisada
Apartamento en calle Adriano;59239083522,1005;https://www.pisos.com/comprar/apartamento-la_mata_distrito03188-59239083522_100500/;38,03;-0,654306;Torrevieja;Alicante;149.000 €;60 m²;51 m²;;2.0;1.0;Entre 20 y 30 años;;SM1246/10147;1;;;;;;;;;;TRUE;;;;;;;;;Comunitaria;Más de 100 €;TRUE;TRUE;TRUE;;TRUE;;;;;;;TRUE;2ª;;True;;;;Desconocida_Revisada
